array size,recursion limit,estimated time
500939,144,56638767
500939,146,54691964
500939,148,55837426
500939,150,54930032
500939,152,53975146
500939,154,74492833
500939,156,86597858
500939,158,51374111
500939,160,50303511
500939,162,48481076
500939,164,49811478
500939,166,48425332
500939,168,51076476
500939,170,63576536
500939,172,50003662
500939,174,51282747
500939,176,49953553
500939,178,48212621
500939,180,48767241
500939,182,50339734
500939,184,58617968
500939,186,49782499
500939,188,48706666
500939,190,48524342
500939,192,48384480
500939,194,48322900
500939,196,49149396
500939,198,49909884
500939,200,53000336
500939,202,52260978
500939,204,52796480
500939,206,51608355
500939,208,52447528
500939,210,52662252
500939,212,53167165
500939,214,53548315
500939,216,52626431
500939,218,52760256
500939,220,52070605
500939,222,50329672
500939,224,49827778
500939,226,50476377
500939,228,49980922
500939,230,50057997
500939,232,49958182
500939,234,50984710
500939,236,56552836
500939,238,50084963
500939,240,49186223
500939,242,51282748
500939,244,50004467
500939,246,48468398
500939,248,51573339
500939,250,51005639
500939,252,49472185
500939,254,49807855
500939,256,48828618
500939,258,49850719
500939,260,51136647
500939,262,53004763
500939,264,52796680
500939,266,54635617
500939,268,53264766
500939,270,51982260
500939,272,51108473
500939,274,51902568
500939,276,51906392
500939,278,50922929
500939,280,51421804
500939,282,52319338
500939,284,53453932
500939,286,51433477
500939,288,50400308
500939,290,51888281
500939,292,56654664
500939,294,49643240
500939,296,49103312
500939,298,61712243
691295,2,236597576
691295,4,168077363
691295,6,121605876
691295,8,119935378
691295,10,112817094
691295,12,113636949
691295,14,105930440
691295,16,112902823
691295,18,103340876
691295,20,103212685
691295,22,104110017
691295,24,100326895
691295,26,93721977
691295,28,93292328
691295,30,93651140
691295,32,93141599
691295,34,92351730
691295,36,93194123
691295,38,92352333
691295,40,92076835
691295,42,92343278
691295,44,107199463
691295,46,93920601
691295,48,94013776
691295,50,94154242
691295,52,91173667
691295,54,84873427
691295,56,85396854
691295,58,85339903
691295,60,83764592
691295,62,85083523
691295,64,85374919
691295,66,130943641
691295,68,92628838
691295,70,85936380
691295,72,86637302
691295,74,95840236
691295,76,84956942
691295,78,85638343
691295,80,84655082
691295,82,84419831
691295,84,85078894
691295,86,84467927
691295,88,83988371
691295,90,84803798
691295,92,84431905
691295,94,85277518
691295,96,84745439
691295,98,84716862
691295,100,83782099
691295,102,84276145
691295,104,97816619
691295,106,116564195
691295,108,81853812
691295,110,77522310
691295,112,82306201
691295,114,77615081
691295,116,75658821
691295,118,76269989
691295,120,75447317
691295,122,77874279
691295,124,105302167
691295,126,101319615
691295,128,161145429
691295,130,93804285
691295,132,92050473
691295,134,91200231
691295,136,87472450
691295,138,77524724
691295,140,75981008
691295,142,77831415
691295,144,75435645
691295,146,81150678
691295,148,75968732
691295,150,74996740
691295,152,75203011
691295,154,77672837
691295,156,76278240
691295,158,74931538
691295,160,77170138
691295,162,77921973
691295,164,87908739
691295,166,78104901
691295,168,77843288
691295,170,75835712
691295,172,77418067
691295,174,76550518
691295,176,81144439
691295,178,81084670
691295,180,80878399
691295,182,76546896
691295,184,76570039
691295,186,77827792
691295,188,94165109
691295,190,83589714
691295,192,75440475
691295,194,75964506
691295,196,76473845
691295,198,76182449
691295,200,78272132
691295,202,76864051
691295,204,76339819
691295,206,77735825
691295,208,76945352
691295,210,75912787
691295,212,76164539
691295,214,73374539
691295,216,69409093
691295,218,68319174
691295,220,66545036
691295,222,66626539
691295,224,68203058
691295,226,67324240
691295,228,66318641
691295,230,68112298
691295,232,67652061
691295,234,82338601
691295,236,68510151
691295,238,67253202
691295,240,67174718
691295,242,68258600
691295,244,70255511
691295,246,112197475
691295,248,110862243
691295,250,91212708
691295,252,77374397
691295,254,67092411
691295,256,68718838
691295,258,69883820
691295,260,67405139
691295,262,66157648
691295,264,65873496
691295,266,66427512
691295,268,67972235
691295,270,68810000
691295,272,65855385
691295,274,70465203
691295,276,66381831
691295,278,67373544
691295,280,66909282
691295,282,66875474
691295,284,66063468
691295,286,66937456
691295,288,69002587
691295,290,67101669
691295,292,65820772
691295,294,66123840
691295,296,66105527
691295,298,66635393
953987,2,237617867
953987,4,164847250
953987,6,160975381
953987,8,154749801
953987,10,150941323
953987,12,152148565
953987,14,151302550
953987,16,152791126
953987,18,141301495
953987,20,138993466
953987,22,142968572
953987,24,139693583
953987,26,141013117
953987,28,141178940
953987,30,139586322
953987,32,142966359
953987,34,140036295
953987,36,133668036
953987,38,127196742
953987,40,128853153
953987,42,129052784
953987,44,129285016
953987,46,131918048
953987,48,127302796
953987,50,127678512
953987,52,130989725
953987,54,129012335
953987,56,128744282
953987,58,128074553
953987,60,128638027
953987,62,130121775
953987,64,127907927
953987,66,127549920
953987,68,129518053
953987,70,127894041
953987,72,129655097
953987,74,117467765
953987,76,115322540
953987,78,117828590
953987,80,117214806
953987,82,117013967
953987,84,117519887
953987,86,117102916
953987,88,117318042
953987,90,117886547
953987,92,115356348
953987,94,116339208
953987,96,116712710
953987,98,116682524
953987,100,115584354
953987,102,116257705
953987,104,115384321
953987,106,116614907
953987,108,117526527
953987,110,116582709
953987,112,115470854
953987,114,117081383
953987,116,116590557
953987,118,117207964
953987,120,115903320
953987,122,116196125
953987,124,117452068
953987,126,116063508
953987,128,115953228
953987,130,118255823
953987,132,116543668
953987,134,119165632
953987,136,116894430
953987,138,115072801
953987,140,115586568
953987,142,117385256
953987,144,119912637
953987,146,113750649
953987,148,109995500
953987,150,104322327
953987,152,103868126
953987,154,107124802
953987,156,103461821
953987,158,103403864
953987,160,104726819
953987,162,104749358
953987,164,103256153
953987,166,105753750
953987,168,106393695
953987,170,104251691
953987,172,103171028
953987,174,104673088
953987,176,105080400
953987,178,103811577
953987,180,107577996
953987,182,104561198
953987,184,103474701
953987,186,103922863
953987,188,102951274
953987,190,103048473
953987,192,105685731
953987,194,104864468
953987,196,102848239
953987,198,104320313
953987,200,104798260
953987,202,104501833
953987,204,103072219
953987,206,104391150
953987,208,105318064
953987,210,103988267
953987,212,104130141
953987,214,105354892
953987,216,103089928
953987,218,103731282
953987,220,103983034
953987,222,103179280
953987,224,105227506
953987,226,105256686
953987,228,103611142
953987,230,103439886
953987,232,105379040
953987,234,103600476
953987,236,103283924
953987,238,104907132
953987,240,105113604
953987,242,104068360
953987,244,103964923
953987,246,104205808
953987,248,103471683
953987,250,105289086
953987,252,105477044
953987,254,104948386
953987,256,105432369
953987,258,105448670
953987,260,103009433
953987,262,105135741
953987,264,106888144
953987,266,102985082
953987,268,103546544
953987,270,105493144
953987,272,104388735
953987,274,104177231
953987,276,105068728
953987,278,103408291
953987,280,103769518
953987,282,104419324
953987,284,106727554
953987,286,103373678
953987,288,103409297
953987,290,105735638
953987,292,102822480
953987,294,101140309
953987,296,99732832
953987,298,95519056
1316502,2,333650488
1316502,4,236920165
1316502,6,226480406
1316502,8,226166874
1316502,10,225625938
1316502,12,222045265
1316502,14,210301868
1316502,16,214842662
1316502,18,211137822
1316502,20,239631278
1316502,22,217278679
1316502,24,207710493
1316502,26,196199128
1316502,28,208486678
1316502,30,211526820
1316502,32,214948917
1316502,34,237998211
1316502,36,246364990
1316502,38,213249038
1316502,40,201788787
1316502,42,206970934
1316502,44,198807810
1316502,46,193383369
1316502,48,195751770
1316502,50,185472601
1316502,52,179009759
1316502,54,177817811
1316502,56,177538489
1316502,58,179841084
1316502,60,180009321
1316502,62,178013618
1316502,64,176740570
1316502,66,180439373
1316502,68,180090019
1316502,70,177755226
1316502,72,177232402
1316502,74,178674693
1316502,76,178295557
1316502,78,178143821
1316502,80,177297805
1316502,82,178536240
1316502,84,178154688
1316502,86,178177629
1316502,88,178538252
1316502,90,176211508
1316502,92,179452086
1316502,94,177012044
1316502,96,180012139
1316502,98,176303475
1316502,100,177323161
1316502,102,165623637
1316502,104,161116853
1316502,106,160139830
1316502,108,159986082
1316502,110,161334595
1316502,112,159516990
1316502,114,161220492
1316502,116,162565181
1316502,118,160895891
1316502,120,159951267
1316502,122,160129566
1316502,124,161325539
1316502,126,161001743
1316502,128,161451918
1316502,130,159539328
1316502,132,158580416
1316502,134,160794868
1316502,136,160304646
1316502,138,161129732
1316502,140,159677177
1316502,142,160825859
1316502,144,159315951
1316502,146,162020222
1316502,148,160763877
1316502,150,161933487
1316502,152,159710784
1316502,154,161267984
1316502,156,159805972
1316502,158,161053462
1316502,160,160854435
1316502,162,160832097
1316502,164,159347344
1316502,166,161195739
1316502,168,160841958
1316502,170,160172230
1316502,172,161549520
1316502,174,162638635
1316502,176,159716621
1316502,178,162290891
1316502,180,159612378
1316502,182,161894245
1316502,184,161513901
1316502,186,159681605
1316502,188,165504904
1316502,190,160655005
1316502,192,160593426
1316502,194,161646518
1316502,196,163107726
1316502,198,161029917
1316502,200,162152236
1316502,202,159466278
1316502,204,153636337
1316502,206,147481393
1316502,208,145624949
1316502,210,142945430
1316502,212,145030282
1316502,214,144743313
1316502,216,143797885
1316502,218,144834072
1316502,220,144720372
1316502,222,145331338
1316502,224,144039978
1316502,226,145155454
1316502,228,144582321
1316502,230,143213884
1316502,232,145466169
1316502,234,143324970
1316502,236,146156424
1316502,238,141939026
1316502,240,144569442
1316502,242,145179804
1316502,244,145336772
1316502,246,143960889
1316502,248,143927484
1316502,250,144728421
1316502,252,144478481
1316502,254,145443228
1316502,256,145370379
1316502,258,144819785
1316502,260,147055165
1316502,262,143939156
1316502,264,144132548
1316502,266,145343412
1316502,268,144031123
1316502,270,143830888
1316502,272,145261508
1316502,274,144476468
1316502,276,168503993
1316502,278,176667319
1316502,280,145732210
1316502,282,144583327
1316502,284,144140195
1316502,286,149170607
1316502,288,159904177
1316502,290,201173595
1316502,292,183914999
1316502,294,161375246
1316502,296,151487289
1316502,298,146439369
1816772,2,475612858
1816772,4,332036337
1816772,6,331497415
1816772,8,313585592
1816772,10,313213901
1816772,12,314147053
1816772,14,315035732
1816772,16,311008907
1816772,18,292434400
1816772,20,291419945
1816772,22,291149276
1816772,24,290648791
1816772,26,292722978
1816772,28,291834702
1816772,30,294499329
1816772,32,294435335
1816772,34,282847096
1816772,36,271665362
1816772,38,268414723
1816772,40,270121645
1816772,42,269647321
1816772,44,268957670
1816772,46,270419683
1816772,48,269386916
1816772,50,269907928
1816772,52,268727048
1816772,54,268122722
1816772,56,268850006
1816772,58,269018445
1816772,60,269466004
1816772,62,268845176
1816772,64,269849166
1816772,66,268333019
1816772,68,270524731
1816772,70,252650138
1816772,72,248193261
1816772,74,242573617
1816772,76,246925647
1816772,78,247508440
1816772,80,248451856
1816772,82,248300925
1816772,84,246183673
1816772,86,246287715
1816772,88,246776729
1816772,90,248116186
1816772,92,244781630
1816772,94,245805140
1816772,96,247721554
1816772,98,245672119
1816772,100,250488210
1816772,102,247635825
1816772,104,243390654
1816772,106,245580756
1816772,108,245174250
1816772,110,250027368
1816772,112,245062561
1816772,114,245279297
1816772,116,250489014
1816772,118,243405345
1816772,120,248230491
1816772,122,244373514
1816772,124,247499384
1816772,126,242672024
1816772,128,245334035
1816772,130,247795610
1816772,132,244656860
1816772,134,244440929
1816772,136,247178003
1816772,138,246121691
1816772,140,238575771
1816772,142,224550509
1816772,144,222036410
1816772,146,221339715
1816772,148,224864444
1816772,150,223284504
1816772,152,221689471
1816772,154,222531663
1816772,156,224959430
1816772,158,220873038
1816772,160,222879407
1816772,162,222970166
1816772,164,222202232
1816772,166,224898454
1816772,168,221996363
1816772,170,221378755
1816772,172,222882626
1816772,174,221732939
1816772,176,221139078
1816772,178,221361650
1816772,180,223317306
1816772,182,221251974
1816772,184,224498790
1816772,186,223223126
1816772,188,220983921
1816772,190,223372849
1816772,192,223695638
1816772,194,219937873
1816772,196,224626175
1816772,198,223173822
1816772,200,240409677
1816772,202,224741486
1816772,204,222820041
1816772,206,219802035
1816772,208,225339170
1816772,210,225879703
1816772,212,223706505
1816772,214,222993510
1816772,216,221734549
1816772,218,221512178
1816772,220,222811789
1816772,222,221967183
1816772,224,224603435
1816772,226,222411120
1816772,228,221059789
1816772,230,219605021
1816772,232,224486112
1816772,234,221392037
1816772,236,221784054
1816772,238,222208873
1816772,240,221592473
1816772,242,221660492
1816772,244,221181339
1816772,246,223535049
1816772,248,222498458
1816772,250,222680379
1816772,252,225501975
1816772,254,223036174
1816772,256,223126329
1816772,258,220477600
1816772,260,222765504
1816772,262,222281320
1816772,264,223809742
1816772,266,221455227
1816772,268,223384319
1816772,270,224349269
1816772,272,222705535
1816772,274,230968876
1816772,276,224928841
1816772,278,220272737
1816772,280,220213572
1816772,282,211760059
1816772,284,203882092
1816772,286,201264958
1816772,288,198468720
1816772,290,199670327
1816772,292,199583794
1816772,294,200013644
1816772,296,197705816
1816772,298,198068854
2507145,2,670889298
2507145,4,488577180
2507145,6,461704113
2507145,8,464500956
2507145,10,461726250
2507145,12,434840907
2507145,14,436745046
2507145,16,433221121
2507145,18,433163566
2507145,20,436949908
2507145,22,434482095
2507145,24,402325456
2507145,26,403925922
2507145,28,404419565
2507145,30,402726126
2507145,32,406361738
2507145,34,405907136
2507145,36,403949669
2507145,38,404947017
2507145,40,444468861
2507145,42,404634691
2507145,44,404038416
2507145,46,401650495
2507145,48,376065971
2507145,50,371528801
2507145,52,374514004
2507145,54,373690325
2507145,56,373676038
2507145,58,373916319
2507145,60,370598666
2507145,62,371979579
2507145,64,373958781
2507145,66,378619514
2507145,68,375215328
2507145,70,371988233
2507145,72,373965824
2507145,74,378588723
2507145,76,397644599
2507145,78,410234815
2507145,80,382055495
2507145,82,511688658
2507145,84,521064659
2507145,86,447232096
2507145,88,373063260
2507145,90,372540840
2507145,92,374650244
2507145,94,372434987
2507145,96,364014275
2507145,98,338477043
2507145,100,340954114
2507145,102,340550022
2507145,104,339360892
2507145,106,339094248
2507145,108,342739520
2507145,110,337962873
2507145,112,337607282
2507145,114,340679823
2507145,116,342160753
2507145,118,340695117
2507145,120,340042292
2507145,122,341187955
2507145,124,337967502
2507145,126,339194667
2507145,128,339054000
2507145,130,340181148
2507145,132,342229375
2507145,134,337702468
2507145,136,341285557
2507145,138,338562369
2507145,140,342358572
2507145,142,341113094
2507145,144,342366822
2507145,146,340649033
2507145,148,341346734
2507145,150,341755856
2507145,152,340120173
2507145,154,338659166
2507145,156,340950290
2507145,158,342403247
2507145,160,341135431
2507145,162,339071508
2507145,164,341368267
2507145,166,340663120
2507145,168,338392925
2507145,170,338055242
2507145,172,338922590
2507145,174,341646583
2507145,176,341882235
2507145,178,341981648
2507145,180,340658893
2507145,182,342361993
2507145,184,339731577
2507145,186,338089856
2507145,188,339264498
2507145,190,341420187
2507145,192,341132211
2507145,194,328186806
2507145,196,308714161
2507145,198,307502692
2507145,200,306767560
2507145,202,309110605
2507145,204,307207875
2507145,206,304627568
2507145,208,311179761
2507145,210,307516578
2507145,212,304805464
2507145,214,308689810
2507145,216,307205460
2507145,218,305797983
2507145,220,308378693
2507145,222,308201400
2507145,224,310147799
2507145,226,308145656
2507145,228,308774734
2507145,230,309038762
2507145,232,308880184
2507145,234,309623366
2507145,236,308201802
2507145,238,308223536
2507145,240,308758635
2507145,242,307788052
2507145,244,307545154
2507145,246,306121779
2507145,248,308262174
2507145,250,306437325
2507145,252,307484178
2507145,254,309486723
2507145,256,309066734
2507145,258,308473477
2507145,260,306130030
2507145,262,307962527
2507145,264,307032393
2507145,266,307697493
2507145,268,306787282
2507145,270,306534926
2507145,272,312378752
2507145,274,307757664
2507145,276,308310069
2507145,278,309458952
2507145,280,307947434
2507145,282,306795533
2507145,284,309786975
2507145,286,307418373
2507145,288,308875757
2507145,290,305781280
2507145,292,307931536
2507145,294,309274616
2507145,296,309212835
2507145,298,309858616
3459860,2,953820714
3459860,4,681675191
3459860,6,679499579
3459860,8,646544216
3459860,10,642148517
3459860,12,646981310
3459860,14,650225309
3459860,16,603117700
3459860,18,606841255
3459860,20,603216107
3459860,22,603941982
3459860,24,605337786
3459860,26,604785984
3459860,28,604917797
3459860,30,604634048
3459860,32,595783687
3459860,34,559474850
3459860,36,558779363
3459860,38,562689669
3459860,40,558525598
3459860,42,560296515
3459860,44,562596897
3459860,46,559192107
3459860,48,558452548
3459860,50,559753770
3459860,52,556233669
3459860,54,560696180
3459860,56,558966115
3459860,58,557037022
3459860,60,557244702
3459860,62,564159530
3459860,64,560880918
3459860,66,603846191
3459860,68,516275334
3459860,70,514913136
3459860,72,518218715
3459860,74,515508607
3459860,76,513686977
3459860,78,514299352
3459860,80,519754382
3459860,82,512764289
3459860,84,513927862
3459860,86,513633045
3459860,88,519421731
3459860,90,515988968
3459860,92,513685569
3459860,94,514453704
3459860,96,510555271
3459860,98,515526115
3459860,100,514939901
3459860,102,527734980
3459860,104,561921735
3459860,106,518345496
3459860,108,514503410
3459860,110,519999693
3459860,112,520294310
3459860,114,513071986
3459860,116,516182562
3459860,118,513613121
3459860,120,518101391
3459860,122,513084463
3459860,124,516184574
3459860,126,512437474
3459860,128,516910047
3459860,130,514190481
3459860,132,515151405
3459860,134,485377455
3459860,136,468621759
3459860,138,469015184
3459860,140,470714058
3459860,142,470457275
3459860,144,468831251
3459860,146,475891979
3459860,148,467835512
3459860,150,470556285
3459860,152,470781071
3459860,154,468065329
3459860,156,472819840
3459860,158,470848486
3459860,160,469736229
3459860,162,472955677
3459860,164,466549584
3459860,166,471052544
3459860,168,471004046
3459860,170,470389054
3459860,172,472556415
3459860,174,468880756
3459860,176,472545549
3459860,178,470273542
3459860,180,469175171
3459860,182,470977280
3459860,184,468556960
3459860,186,470489070
3459860,188,469603612
3459860,190,468231554
3459860,192,465584434
3459860,194,471157189
3459860,196,468823604
3459860,198,469359105
3459860,200,468896050
3459860,202,470972652
3459860,204,470238325
3459860,206,472704126
3459860,208,467790434
3459860,210,468387113
3459860,212,469057043
3459860,214,478411108
3459860,216,520287066
3459860,218,471224404
3459860,220,469227493
3459860,222,468195129
3459860,224,466250742
3459860,226,467982619
3459860,228,468793417
3459860,230,472073035
3459860,232,472566478
3459860,234,471214140
3459860,236,474914754
3459860,238,469080386
3459860,240,471045501
3459860,242,472184925
3459860,244,470509195
3459860,246,468870493
3459860,248,466664292
3459860,250,471287191
3459860,252,471974830
3459860,254,466604725
3459860,256,469808676
3459860,258,471098830
3459860,260,469848522
3459860,262,465295050
3459860,264,467160350
3459860,266,467032360
3459860,268,456134176
3459860,270,433138612
3459860,272,428267584
3459860,274,422241635
3459860,276,423346848
3459860,278,422888422
3459860,280,425327861
3459860,282,425494086
3459860,284,425230058
3459860,286,422040394
3459860,288,427124537
3459860,290,425532925
3459860,292,424894590
3459860,294,421686613
3459860,296,424267323
3459860,298,424545438
4774606,2,1345209547
4774606,4,985323724
4774606,6,944262388
4774606,8,946740063
4774606,10,924708039
4774606,12,886803164
4774606,14,893379304
4774606,16,895772257
4774606,18,888090500
4774606,20,896139923
4774606,22,856069095
4774606,24,837335405
4774606,26,836419760
4774606,28,835351776
4774606,30,834147553
4774606,32,834329273
4774606,34,832665617
4774606,36,836087512
4774606,38,830324585
4774606,40,842376281
4774606,42,831754600
4774606,44,837345065
4774606,46,771413007
4774606,48,772213743
4774606,50,775209008
4774606,52,771763970
4774606,54,766724704
4774606,56,775652945
4774606,58,780218893
4774606,60,773682598
4774606,62,773066802
4774606,64,775668038
4774606,66,773189559
4774606,68,770392918
4774606,70,779243882
4774606,72,770028270
4774606,74,771632762
4774606,76,781439618
4774606,78,775826616
4774606,80,771073312
4774606,82,821426530
4774606,84,902091614
4774606,86,802287944
4774606,88,776688127
4774606,90,772456439
4774606,92,795006255
4774606,94,712475066
4774606,96,714777460
4774606,98,711922459
4774606,100,709324242
4774606,102,710774985
4774606,104,717082671
4774606,106,714787120
4774606,108,710595478
4774606,110,714819116
4774606,112,712483719
4774606,114,712491970
4774606,116,734411902
4774606,118,712160929
4774606,120,717314098
4774606,122,711635892
4774606,124,711110655
4774606,126,713408822
4774606,128,707151849
4774606,130,709608796
4774606,132,707329143
4774606,134,738273911
4774606,136,753279216
4774606,138,716975209
4774606,140,708568181
4774606,142,711876375
4774606,144,721300070
4774606,146,761054548
4774606,148,710250753
4774606,150,710787865
4774606,152,710125582
4774606,154,712397588
4774606,156,711328800
4774606,158,713215028
4774606,160,712035355
4774606,162,709539971
4774606,164,709488052
4774606,166,711531046
4774606,168,709186795
4774606,170,713592555
4774606,172,707376434
4774606,174,711769919
4774606,176,706652773
4774606,178,707131122
4774606,180,711811777
4774606,182,707424933
4774606,184,701605859
4774606,186,655170796
4774606,188,649860660
4774606,190,653770967
4774606,192,643120710
4774606,194,648123552
4774606,196,648717212
4774606,198,648764503
4774606,200,648729286
4774606,202,647062813
4774606,204,646676028
4774606,206,647403311
4774606,208,649341259
4774606,210,647928550
4774606,212,645790771
4774606,214,657041529
4774606,216,649874949
4774606,218,645878511
4774606,220,647519227
4774606,222,648688233
4774606,224,651856767
4774606,226,651483062
4774606,228,645015793
4774606,230,646997410
4774606,232,645250641
4774606,234,651548465
4774606,236,645963234
4774606,238,647818672
4774606,240,647963364
4774606,242,649373054
4774606,244,646211967
4774606,246,651369965
4774606,248,671135013
4774606,250,679741470
4774606,252,667166145
4774606,254,676657256
4774606,256,690144200
4774606,258,686131865
4774606,260,694525209
4774606,262,677734900
4774606,264,696021634
4774606,266,787516079
4774606,268,645758170
4774606,270,650982175
4774606,272,650259319
4774606,274,647123185
4774606,276,649308256
4774606,278,646984530
4774606,280,648364236
4774606,282,648971982
4774606,284,649274850
4774606,286,646804419
4774606,288,651825373
4774606,290,648146895
4774606,292,645296926
4774606,294,648261201
4774606,296,652275548
4774606,298,648770942
6588956,2,1958013360
6588956,4,1394228539
6588956,6,1387389780
6588956,8,1314150273
6588956,10,1388984813
6588956,12,1421452974
6588956,14,1397455030
6588956,16,1326147434
6588956,18,1291121304
6588956,20,1297786192
6588956,22,1277166878
6588956,24,1280066353
6588956,26,1231354051
6588956,28,1236398750
6588956,30,1231892370
6588956,32,1151202734
6588956,34,1174406581
6588956,36,1203959771
6588956,38,1198470329
6588956,40,1185167722
6588956,42,1196661176
6588956,44,1193172670
6588956,46,1198908431
6588956,48,1188774759
6588956,50,1181730331
6588956,52,1153218360
6588956,54,1155413694
6588956,56,1167132941
6588956,58,1150440636
6588956,60,1150020647
6588956,62,1159823681
6588956,64,1076657578
6588956,66,1065661188
6588956,68,1084588068
6588956,70,1110195735
6588956,72,1092704102
6588956,74,1066702005
6588956,76,1069697269
6588956,78,1068103846
6588956,80,1068447163
6588956,82,1069334231
6588956,84,1060066498
6588956,86,1071262117
6588956,88,1099265552
6588956,90,1102242907
6588956,92,1124431898
6588956,94,1070444274
6588956,96,1068007452
6588956,98,1069654606
6588956,100,1073081935
6588956,102,1073372325
6588956,104,1070435420
6588956,106,1074334457
6588956,108,1103705523
6588956,110,1091774974
6588956,112,1062607764
6588956,114,1065318877
6588956,116,1065960231
6588956,118,1065101135
6588956,120,1067398297
6588956,122,1071316049
6588956,124,1066412017
6588956,126,1063967749
6588956,128,989789253
6588956,130,978421372
6588956,132,985046816
6588956,134,977958518
6588956,136,984885421
6588956,138,984073013
6588956,140,985666637
6588956,142,980453700
6588956,144,992422083
6588956,146,996165762
6588956,148,1023031787
6588956,150,1005060396
6588956,152,984431020
6588956,154,981930807
6588956,156,980662789
6588956,158,979883184
6588956,160,980879325
6588956,162,982642796
6588956,164,978373477
6588956,166,983255372
6588956,168,988492056
6588956,170,983905984
6588956,172,1017458025
6588956,174,980309411
6588956,176,991294331
6588956,178,984095351
6588956,180,983984065
6588956,182,982874223
6588956,184,979625998
6588956,186,982042898
6588956,188,978461419
6588956,190,984491996
6588956,192,979233377
6588956,194,982559483
6588956,196,982601944
6588956,198,980710082
6588956,200,980583300
6588956,202,980953985
6588956,204,977449379
6588956,206,978541110
6588956,208,982782256
6588956,210,982996979
6588956,212,980338188
6588956,214,979954624
6588956,216,981286032
6588956,218,979280669
6588956,220,979714343
6588956,222,991801256
6588956,224,981235118
6588956,226,986596972
6588956,228,986154042
6588956,230,982514002
6588956,232,1054448866
6588956,234,990800286
6588956,236,983990907
6588956,238,982229649
6588956,240,977213928
6588956,242,980515079
6588956,244,986861403
6588956,246,984265802
6588956,248,978947012
6588956,250,981296496
6588956,252,978804936
6588956,254,978579346
6588956,256,937323009
6588956,258,899095745
6588956,260,895540427
6588956,262,894625185
6588956,264,899004583
6588956,266,893932515
6588956,268,897015118
6588956,270,893466039
6588956,272,894466406
6588956,274,928282475
6588956,276,897268682
6588956,278,894705078
6588956,280,894166759
6588956,282,893045044
6588956,284,895969674
6588956,286,898850835
6588956,288,892861311
6588956,290,895911112
6588956,292,893337446
6588956,294,900676490
6588956,296,900441240
6588956,298,895981145
9092759,2,2719185233
9092759,4,1973195153
9092759,6,1921221948
9092759,8,1947426495
9092759,10,1901706842
9092759,12,1822880493
9092759,14,1814047641
9092759,16,1828571376
9092759,18,1829751451
9092759,20,2011658874
9092759,22,1854738089
9092759,24,1746908542
9092759,26,1730609863
9092759,28,1779724445
9092759,30,2586726048
9092759,32,2365959265
9092759,34,1864260593
9092759,36,1799617683
9092759,38,1734981011
9092759,40,1733252756
9092759,42,1724576066
9092759,44,1664427865
9092759,46,1659637935
9092759,48,1622230124
9092759,50,1615884002
9092759,52,1610603447
9092759,54,1845936831
9092759,56,1701434604
9092759,58,1752400196
9092759,60,1763487347
9092759,62,1695355527
9092759,64,2352709986
9092759,66,2952690144
9092759,68,2429364949
9092759,70,2193074264
9092759,72,1651810481
9092759,74,1878713492
9092759,76,2049722126
9092759,78,2176411139
9092759,80,1676306896
9092759,82,1881202235
9092759,84,2047131557
9092759,86,1922322534
9092759,88,1593473646
9092759,90,1739489605
9092759,92,1583930414
9092759,94,1487053386
9092759,96,1527575195
9092759,98,1568491436
9092759,100,1975707642
9092759,102,1742552286
9092759,104,1797785588
9092759,106,1675106094
9092759,108,1830290977
9092759,110,1614601092
9092759,112,2146677638
9092759,114,1564275244
9092759,116,1889944127
9092759,118,2003049600
9092759,120,1883741690
9092759,122,1770672643
9092759,124,1900921199
9092759,126,1853397021
9092759,128,1571510649
9092759,130,1615259753
9092759,132,1596506140
9092759,134,1679536003
9092759,136,1716106453
9092759,138,1546282321
9092759,140,1621083857
9092759,142,1616359130
9092759,144,1622844310
9092759,146,1529933534
9092759,148,1573387217
9092759,150,1632033359
9092759,152,1623616068
9092759,154,1798404403
9092759,156,1892577159
9092759,158,1972017694
9092759,160,1575403246
9092759,162,1797639689
9092759,164,1732227033
9092759,166,1714784302
9092759,168,1637465446
9092759,170,1631439296
9092759,172,1616460154
9092759,174,1647118355
9092759,176,1660841154
9092759,178,1483817438
9092759,180,1540672940
9092759,182,1728648170
9092759,184,1944230191
9092759,186,1534571325
9092759,188,1432592848
9092759,190,1506482161
9092759,192,1581831072
9092759,194,1451632423
9092759,196,1417858011
9092759,198,1628941700
9092759,200,1590396275
9092759,202,1773123552
9092759,204,1494680204
9092759,206,1547744334
9092759,208,1679004527
9092759,210,1395006939
9092759,212,1675471546
9092759,214,1552266814
9092759,216,1651497149
9092759,218,1535656615
9092759,220,1847090544
9092759,222,1636374924
9092759,224,1519921009
9092759,226,1606666377
9092759,228,1523097994
9092759,230,1441375592
9092759,232,1646984329
9092759,234,1538499139
9092759,236,1562329851
9092759,238,1541462609
9092759,240,1642702130
9092759,242,1377453123
9092759,244,1359013848
9092759,246,1362073309
9092759,248,1411812944
9092759,250,1362522679
9092759,252,1376994696
9092759,254,1493589883
9092759,256,1620786827
9092759,258,1411613112
9092759,260,1730753348
9092759,262,1826677300
9092759,264,1675029622
9092759,266,1548393938
9092759,268,1577236548
9092759,270,1571612476
9092759,272,1634501374
9092759,274,1640633376
9092759,276,1427928695
9092759,278,1401853547
9092759,280,1554722955
9092759,282,1435066699
9092759,284,2132471057
9092759,286,2020604422
9092759,288,1662678681
